127.0.0.1 - - [28/Jun/2025:11:35:08 +0800] "POST /wp-cron.php?doing_wp_cron=1751081708.0413320064544677734375 HTTP/1.1" 200 -
127.0.0.1 - - [28/Jun/2025:11:36:35 +0800] "GET /wp-admin/?localwp_auto_login=1 HTTP/1.1" 302 -
127.0.0.1 - - [28/Jun/2025:11:36:37 +0800] "GET /wp-admin/user/ HTTP/1.1" 302 -
127.0.0.1 - - [28/Jun/2025:11:36:44 +0800] "POST /wp-cron.php?doing_wp_cron=1751081804.8005380630493164062500 HTTP/1.1" 200 -
127.0.0.1 - - [28/Jun/2025:11:36:42 +0800] "GET /wp-admin/ HTTP/1.1" 200 114095
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/thickbox/thickbox.css?ver=6.8.1 HTTP/1.1" 200 2659
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.8.1 HTTP/1.1" 200 102997
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/css/editor.min.css?ver=6.8.1 HTTP/1.1" 200 26851
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.1" 200 9141
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,wp-dom-ready,wp-hooks&ver=6.8.1 HTTP/1.1" 200 6735
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=6.8.1 HTTP/1.1" 200 406942
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/dist/a11y.min.js?ver=3156534cc54473497e14 HTTP/1.1" 200 2358
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/admin-bar.min.js?ver=6.8.1 HTTP/1.1" 200 3487
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-admin/js/common.min.js?ver=6.8.1 HTTP/1.1" 200 23676
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/clipboard.min.js?ver=2.0.11 HTTP/1.1" 200 9009
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/underscore.min.js?ver=1.13.7 HTTP/1.1" 200 18905
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/wp-util.min.js?ver=6.8.1 HTTP/1.1" 200 1426
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/api-request.min.js?ver=6.8.1 HTTP/1.1" 200 1023
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/1.1" 200 41247
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.1" 200 1718
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-admin/js/site-health.min.js?ver=6.8.1 HTTP/1.1" 200 6282
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/wp-ajax-response.min.js?ver=6.8.1 HTTP/1.1" 200 2571
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/jquery/jquery.color.min.js?ver=3.0.0 HTTP/1.1" 200 6645
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/wp-lists.min.js?ver=6.8.1 HTTP/1.1" 200 7521
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/quicktags.min.js?ver=6.8.1 HTTP/1.1" 200 11132
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/jquery/jquery.query.js?ver=2.2.3 HTTP/1.1" 200 3694
127.0.0.1 - - [28/Jun/2025:11:36:48 +0800] "GET /wp-includes/js/dist/url.min.js?ver=6bf93e90403a1eec6501 HTTP/1.1" 200 8460
